State,Area Name,"Percent of adults with less than a high school diploma, 2000","Percent of adults with a high school diploma only, 2000","Percent of adults completing some college or associate's degree, 2000","Percent of adults with a bachelor's degree or higher, 2000","Less than a high school diploma, 2012-2016","High school diploma only, 2012-2016","Some college or associate's degree, 2012-2016","Bachelor's degree or higher, 2012-2016","Percent of adults with less than a high school diploma, 2012-2016","Percent of adults with a high school diploma only, 2012-2016","Percent of adults completing some college or associate's degree, 2012-2016","Percent of adults with a bachelor's degree or higher, 2012-2016"
NC,Rowan County,"25.8","33.5","26.5","14.2","15,300","31,456","31,344","16,710","16.1","33.2","33.1","17.6"
NC,Rutherford County,"29.6","33.3","24.7","12.5","9,009","15,102","15,354","7,928","19.0","31.9","32.4","16.7"
NC,Sampson County,"30.9","35.3","22.8","11.1","10,327","14,239","12,884","5,070","24.3","33.5","30.3","11.9"
NC,Scotland County,"28.6","29.5","26.0","15.9","5,072","8,123","6,985","3,474","21.4","34.3","29.5","14.7"
NC,Stanly County,"26.6","35.9","24.7","12.7","6,380","14,170","14,530","6,734","15.3","33.9","34.7","16.1"
NC,Stokes County,"26.8","40.1","23.8","9.3","5,992","13,195","9,618","4,813","17.8","39.3","28.6","14.3"
NC,Surry County,"33.0","29.5","25.5","12.0","11,401","15,668","16,001","7,769","22.4","30.8","31.5","15.3"
NC,Swain County,"29.5","30.2","26.5","13.9","1,924","3,198","3,132","1,495","19.7","32.8","32.1","15.3"
NC,Transylvania County,"17.5","30.0","28.8","23.7","2,928","7,043","7,502","7,366","11.8","28.4","30.2","29.7"
NC,Tyrrell County,"33.7","33.8","21.9","10.6","842","1,226","793","257","27.0","39.3","25.4","8.2"
NC,Union County,"19.8","30.8","28.1","21.3","14,873","34,280","41,901","46,136","10.8","25.0","30.5","33.6"
NC,Vance County,"31.9","34.2","23.1","10.7","7,027","10,778","8,476","3,402","23.7","36.3","28.6","11.5"
NC,Wake County,"10.7","17.8","27.7","43.9","50,508","106,154","171,001","328,593","7.7","16.2","26.1","50.1"
NC,Warren County,"32.5","31.9","23.9","11.6","3,004","5,102","4,218","2,113","20.8","35.3","29.2","14.6"
NC,Washington County,"30.1","37.4","20.9","11.6","1,792","3,256","2,757","836","20.7","37.7","31.9","9.7"
NC,Watauga County,"18.4","23.9","24.5","33.2","3,531","6,164","8,288","11,456","12.0","20.9","28.2","38.9"
NC,Wayne County,"22.8","32.5","29.7","15.0","13,903","24,123","28,628","15,295","17.0","29.4","34.9","18.7"
NC,Wilkes County,"34.0","31.5","23.2","11.3","11,306","16,096","14,749","6,726","23.1","32.9","30.2","13.8"
NC,Wilson County,"30.6","31.7","22.6","15.1","10,881","18,450","15,471","10,213","19.8","33.5","28.1","18.6"
NC,Yadkin County,"28.0","36.9","24.9","10.3","5,785","9,119","8,344","3,211","21.9","34.5","31.5","12.1"
NC,Yancey County,"28.9","36.9","21.1","13.1","2,151","4,466","3,742","2,613","16.6","34.4","28.8","20.1"
ND,North Dakota,"16.1","27.9","34.0","22.0","38,034","131,086","173,933","134,554","8.0","27.4","36.4","28.2"
ND,Adams County,"16.9","35.4","31.2","16.6","68","572","579","463","4.0","34.0","34.4","27.5"
ND,Barnes County,"15.0","32.5","30.4","22.1","703","2,521","2,662","1,826","9.1","32.7","34.5","23.7"
ND,Benson County,"26.2","30.2","32.7","10.9","580","1,250","1,452","579","15.0","32.4","37.6","15.0"
ND,Billings County,"22.2","32.0","27.0","18.8","68","226","222","171","9.9","32.9","32.3","24.9"
ND,Bottineau County,"18.7","29.7","36.7","14.9","427","1,493","1,743","990","9.2","32.1","37.5","21.3"
ND,Bowman County,"17.8","32.1","32.2","17.9","227","722","780","486","10.2","32.6","35.2","21.9"
ND,Burke County,"21.2","34.9","32.0","12.0","168","434","600","317","11.1","28.6","39.5","20.9"
ND,Burleigh County,"12.1","23.7","35.5","28.7","4,012","14,419","21,579","20,820","6.6","23.7","35.5","34.2"
ND,Cass County,"9.1","22.9","36.7","31.3","5,741","21,534","37,739","38,783","5.5","20.7","36.4","37.4"
ND,Cavalier County,"21.2","30.4","35.3","13.1","254","800","1,241","527","9.0","28.3","44.0","18.7"
ND,Dickey County,"20.4","31.9","31.1","16.6","435","963","1,146","987","12.3","27.3","32.5","28.0"
ND,Divide County,"19.6","34.9","32.2","13.3","210","603","557","411","11.8","33.9","31.3","23.1"
ND,Dunn County,"22.5","32.2","29.0","16.3","265","960","1,127","605","9.0","32.5","38.1","20.5"
ND,Eddy County,"24.5","27.9","31.6","15.9","185","519","614","375","10.9","30.7","36.3","22.2"
ND,Emmons County,"34.1","30.0","23.7","12.3","375","905","815","378","15.2","36.6","33.0","15.3"
ND,Foster County,"22.0","29.9","28.3","19.8","269","683","921","517","11.3","28.6","38.5","21.6"
ND,Golden Valley County,"12.6","34.0","33.6","19.8","94","305","562","276","7.6","24.7","45.4","22.3"
ND,Grand Forks County,"10.8","24.4","37.0","27.8","2,555","10,131","14,297","13,347","6.3","25.1","35.5","33.1"
ND,Grant County,"26.6","33.1","29.1","11.2","206","674","608","328","11.3","37.1","33.5","18.1"
ND,Griggs County,"21.3","32.6","30.4","15.7","214","568","599","351","12.4","32.8","34.6","20.3"
ND,Hettinger County,"25.2","32.6","27.9","14.4","236","704","742","269","12.1","36.1","38.0","13.8"
ND,Kidder County,"28.0","35.0","26.0","11.0","161","637","633","351","9.0","35.7","35.5","19.7"
ND,LaMoure County,"24.7","33.8","27.6","13.9","405","898","984","665","13.7","30.4","33.3","22.5"
ND,Logan County,"34.0","29.8","23.3","12.9","227","606","422","201","15.6","41.6","29.0","13.8"
ND,McHenry County,"23.1","34.9","28.9","13.2","411","1,424","1,415","851","10.0","34.7","34.5","20.8"
ND,McIntosh County,"40.7","25.9","23.6","9.9","391","666","678","388","18.4","31.4","31.9","18.3"
ND,McKenzie County,"20.9","32.5","30.8","15.7","495","2,018","2,378","1,594","7.6","31.1","36.7","24.6"
ND,McLean County,"21.0","30.9","33.0","15.1","595","2,471","2,632","1,274","8.5","35.4","37.8","18.3"
ND,Mercer County,"21.0","31.0","33.7","14.4","579","1,794","2,496","1,268","9.4","29.2","40.7","20.7"
ND,Morton County,"19.8","31.9","31.2","17.0","1,641","6,446","7,350","5,228","7.9","31.2","35.6","25.3"
ND,Mountrail County,"22.1","29.6","32.7","15.6","500","1,809","2,377","1,451","8.1","29.5","38.7","23.6"
ND,Nelson County,"18.6","30.8","33.1","17.5","193","750","920","449","8.3","32.4","39.8","19.4"
ND,Oliver County,"20.1","35.3","32.6","12.0","155","417","487","223","12.1","32.5","38.0","17.4"
ND,Pembina County,"20.2","31.9","31.5","16.4","574","1,825","1,740","1,050","11.1","35.2","33.5","20.2"
ND,Pierce County,"23.3","29.9","32.0","14.7","371","1,121","1,233","444","11.7","35.4","38.9","14.0"
ND,Ramsey County,"19.9","25.2","36.1","18.8","723","2,489","2,997","1,739","9.1","31.3","37.7","21.9"
ND,Ransom County,"18.7","35.6","29.8","15.8","387","1,409","1,393","663","10.0","36.6","36.2","17.2"
ND,Renville County,"15.9","32.9","35.1","16.1","135","534","757","296","7.8","31.0","44.0","17.2"
ND,Richland County,"16.8","27.4","40.6","15.2","899","3,047","4,241","2,291","8.6","29.1","40.5","21.9"
ND,Rolette County,"26.3","26.6","32.4","14.7","1,322","1,838","3,227","1,853","16.0","22.3","39.2","22.5"
ND,Sargent County,"18.9","35.2","33.3","12.7","230","870","1,153","527","8.3","31.3","41.5","19.0"
ND,Sheridan County,"32.2","31.3","26.9","9.7","143","397","380","168","13.1","36.5","34.9","15.4"
ND,Sioux County,"21.5","32.0","35.3","11.2","329","742","852","383","14.3","32.2","36.9","16.6"
ND,Slope County,"17.5","36.4","30.1","16.0","58","141","160","149","11.4","27.8","31.5","29.3"
ND,Stark County,"20.1","27.8","29.8","22.3","1,825","6,003","6,864","4,818","9.4","30.8","35.2","24.7"
ND,Steele County,"13.9","28.3","37.9","19.8","86","433","596","336","5.9","29.8","41.1","23.2"
ND,Stutsman County,"18.9","33.9","27.5","19.7","1,471","5,014","4,506","3,573","10.1","34.4","30.9","24.5"
ND,Towner County,"18.1","33.8","32.0","16.1","126","542","659","303","7.7","33.3","40.4","18.6"
ND,Traill County,"16.3","25.9","36.0","21.8","425","1,433","2,120","1,484","7.8","26.2","38.8","27.2"
ND,Walsh County,"23.4","32.1","31.3","13.3","1,008","2,817","2,576","1,285","13.1","36.7","33.5","16.7"
ND,Ward County,"12.6","28.9","36.3","22.1","2,827","12,648","15,682","11,163","6.7","29.9","37.1","26.4"
ND,Wells County,"27.4","30.9","28.0","13.7","477","1,036","957","667","15.2","33.0","30.5","21.3"
ND,Williams County,"17.5","31.8","34.3","16.5","1,573","5,825","8,483","4,613","7.7","28.4","41.4","22.5"
OH,Ohio,"17.0","36.1","25.8","21.1","825,155","2,654,140","2,275,876","2,092,875","10.5","33.8","29.0","26.7"
OH,Adams County,"31.4","44.4","17.0","7.2","4,159","8,727","4,140","2,080","21.8","45.7","21.7","10.9"
OH,Allen County,"17.5","42.6","26.5","13.4","7,426","26,925","22,895","12,048","10.7","38.9","33.0","17.4"
OH,Ashland County,"16.7","47.0","20.4","15.9","4,428","15,190","8,696","6,919","12.6","43.1","24.7","19.6"
OH,Ashtabula County,"20.1","45.8","23.0","11.1","10,022","30,505","19,247","9,026","14.6","44.3","28.0","13.1"
OH,Athens County,"17.1","34.2","23.1","25.7","3,686","11,708","9,864","10,380","10.3","32.9","27.7","29.1"
OH,Auglaize County,"14.3","47.6","24.7","13.4","2,220","13,835","9,430","5,508","7.2","44.6","30.4","17.8"
OH,Belmont County,"19.1","46.3","23.4","11.1","5,154","21,511","15,794","8,334","10.1","42.4","31.1","16.4"
OH,Brown County,"25.2","45.3","20.7","8.8","4,479","14,512","7,621","3,780","14.7","47.7","25.1","12.4"
OH,Butler County,"16.7","33.6","26.2","23.5","24,528","79,198","64,801","69,285","10.3","33.3","27.2","29.1"
OH,Carroll County,"19.9","53.0","17.9","9.1","2,594","9,564","5,572","2,287","13.0","47.8","27.8","11.4"
OH,Champaign County,"17.7","48.1","23.7","10.6","2,887","12,074","7,253","4,391","10.9","45.4","27.3","16.5"
OH,Clark County,"18.8","39.7","26.7","14.9","11,883","34,497","29,819","16,689","12.8","37.1","32.1","18.0"
OH,Clermont County,"18.0","35.4","25.9","20.8","14,161","45,584","38,741","37,579","10.4","33.5","28.5","27.6"
OH,Clinton County,"16.9","42.1","26.9","14.1","3,199","11,719","8,258","4,577","11.5","42.2","29.8","16.5"
OH,Columbiana County,"19.4","47.6","22.2","10.8","9,302","34,104","21,291","10,476","12.4","45.4","28.3","13.9"
OH,Coshocton County,"21.3","51.1","17.8","9.8","3,595","12,416","6,144","3,037","14.3","49.3","24.4","12.1"
OH,Crawford County,"19.8","49.4","21.1","9.7","3,427","13,599","8,928","3,766","11.5","45.8","30.0","12.7"
OH,Cuyahoga County,"18.4","30.0","26.4","25.1","100,034","246,721","255,806","269,342","11.5","28.3","29.3","30.9"
OH,Darke County,"17.2","50.4","22.4","10.1","3,931","17,232","9,687","4,648","11.1","48.5","27.3","13.1"
OH,Defiance County,"15.3","45.8","24.6","14.3","2,629","11,538","7,637","4,077","10.2","44.6","29.5","15.8"
OH,Delaware County,"7.1","24.9","26.9","41.0","4,150","25,199","29,053","64,435","3.4","20.5","23.7","52.5"
OH,Erie County,"16.0","41.0","26.3","16.6","5,057","20,543","16,510","11,597","9.4","38.3","30.7","21.6"
OH,Fairfield County,"12.4","38.4","28.4","20.8","8,306","34,031","31,686","26,566","8.3","33.8","31.5","26.4"
OH,Fayette County,"21.3","47.6","20.4","10.7","2,483","9,734","4,624","2,858","12.6","49.4","23.5","14.5"
OH,Franklin County,"14.3","27.1","26.8","31.8","78,299","202,861","219,522","311,493","9.6","25.0","27.0","38.4"
OH,Fulton County,"14.7","44.0","28.1","13.2","2,727","11,978","8,973","4,857","9.6","42.0","31.4","17.0"
OH,Gallia County,"26.3","41.7","20.4","11.6","4,014","8,315","5,080","3,181","19.5","40.4","24.7","15.4"
OH,Geauga County,"13.7","28.1","26.5","31.7","5,691","17,216","17,077","23,755","8.9","27.0","26.8","37.3"
OH,Greene County,"12.2","29.0","27.8","31.1","8,066","27,495","32,449","41,064","7.4","25.2","29.8","37.6"
OH,Guernsey County,"21.6","46.2","22.2","10.0","4,235","11,555","7,775","3,725","15.5","42.3","28.5","13.7"
OH,Hamilton County,"17.3","27.8","25.8","29.2","53,291","145,945","148,387","192,127","9.9","27.0","27.5","35.6"
OH,Hancock County,"11.6","40.6","26.1","21.7","3,842","18,623","15,500","13,227","7.5","36.4","30.3","25.8"
OH,Hardin County,"19.4","50.4","18.7","11.4","2,043","9,448","5,064","2,785","10.6","48.9","26.2","14.4"
OH,Harrison County,"20.4","49.6","20.9","9.0","1,574","5,264","3,237","1,078","14.1","47.2","29.0","9.7"
OH,Henry County,"16.5","49.9","22.5","11.1","1,666","8,440","5,899","3,057","8.7","44.3","30.9","16.0"
OH,Highland County,"23.7","44.8","21.8","9.7","4,714","12,622","8,403","3,511","16.1","43.2","28.7","12.0"
OH,Hocking County,"22.0","46.2","22.0","9.8","2,310","9,022","5,767","2,815","11.6","45.3","29.0","14.1"
OH,Holmes County,"48.5","32.2","11.1","8.3","10,338","9,039","3,592","1,923","41.5","36.3","14.4","7.7"
OH,Huron County,"19.0","48.8","21.4","10.9","4,820","18,456","10,666","5,288","12.3","47.0","27.2","13.5"
OH,Jackson County,"26.5","43.1","19.4","11.0","3,502","9,500","5,478","3,753","15.8","42.7","24.6","16.9"
OH,Jefferson County,"18.3","46.5","23.4","11.8","4,833","20,196","15,404","7,377","10.1","42.2","32.2","15.4"
OH,Knox County,"18.2","42.1","22.9","16.7","4,124","16,238","10,511","8,653","10.4","41.1","26.6","21.9"
OH,Lake County,"13.6","34.4","30.5","21.5","13,156","54,667","51,394","44,183","8.1","33.5","31.5","27.0"
OH,Lawrence County,"24.4","43.5","21.9","10.3","6,144","17,826","12,794","6,056","14.3","41.6","29.9","14.1"
OH,Licking County,"15.3","40.7","25.6","18.4","10,950","41,448","34,969","26,584","9.6","36.4","30.7","23.3"
OH,Logan County,"16.4","51.9","20.3","11.5","3,235","15,249","7,708","4,825","10.4","49.2","24.9","15.6"
OH,Lorain County,"17.2","36.8","29.4","16.6","22,530","66,926","69,595","48,828","10.8","32.2","33.5","23.5"
OH,Lucas County,"17.1","32.3","29.4","21.3","32,517","88,266","96,621","72,817","11.2","30.4","33.3","25.1"
OH,Madison County,"21.0","41.7","24.3","13.0","4,086","12,890","8,727","5,024","13.3","42.0","28.4","16.4"
OH,Mahoning County,"17.6","40.1","24.8","17.5","16,299","62,455","48,405","37,533","9.9","37.9","29.4","22.8"
OH,Marion County,"19.7","45.0","24.2","11.1","6,192","19,912","14,382","5,676","13.4","43.1","31.2","12.3"
OH,Medina County,"11.2","36.4","27.7","24.8","7,689","38,519","36,648","38,023","6.4","31.9","30.3","31.5"
OH,Meigs County,"26.8","46.6","19.2","7.4","2,648","7,135","4,513","2,219","16.0","43.2","27.3","13.4"
OH,Mercer County,"16.0","49.7","21.6","12.7","2,222","12,972","7,357","4,564","8.2","47.8","27.1","16.8"
OH,Miami County,"17.3","39.8","26.6","16.3","7,819","25,821","22,917","15,092","10.9","36.0","32.0","21.1"
OH,Monroe County,"21.2","50.0","20.3","8.4","1,310","5,349","2,691","1,120","12.5","51.1","25.7","10.7"
OH,Montgomery County,"16.5","30.4","30.2","22.8","37,595","102,861","127,311","94,782","10.4","28.4","35.1","26.1"
OH,Morgan County,"19.4","50.5","21.0","9.1","1,277","4,865","3,007","1,268","12.3","46.7","28.9","12.2"
OH,Morrow County,"21.4","47.3","21.9","9.5","3,308","10,797","6,425","3,206","13.9","45.5","27.1","13.5"
OH,Muskingum County,"19.4","44.2","23.7","12.6","7,842","24,060","17,442","8,753","13.5","41.4","30.0","15.1"
OH,Noble County,"21.4","47.8","22.7","8.1","1,708","5,342","2,656","1,013","15.9","49.8","24.8","9.5"
OH,Ottawa County,"15.8","40.4","27.7","16.0","2,326","11,398","10,074","6,441","7.7","37.7","33.3","21.3"
OH,Paulding County,"18.4","52.5","21.3","7.8","1,279","6,520","3,605","1,711","9.8","49.7","27.5","13.0"
OH,Perry County,"21.1","51.1","20.9","6.9","3,889","10,702","6,689","2,891","16.1","44.3","27.7","12.0"
OH,Pickaway County,"22.8","42.8","23.0","11.4","5,036","16,871","10,331","6,747","12.9","43.3","26.5","17.3"
OH,Pike County,"29.9","41.5","18.9","9.7","4,203","7,817","4,846","2,360","21.9","40.7","25.2","12.3"
OH,Portage County,"14.1","39.9","25.0","21.0","8,364","38,533","28,363","28,233","8.1","37.2","27.4","27.3"
OH,Preble County,"18.3","49.4","22.1","10.1","3,228","12,850","8,751","3,870","11.2","44.8","30.5","13.5"
OH,Putnam County,"13.9","47.7","25.5","12.9","1,611","9,544","7,021","4,372","7.1","42.3","31.1","19.4"
OH,Richland County,"19.8","42.9","24.6","12.6","10,886","34,737","25,425","13,933","12.8","40.9","29.9","16.4"
OH,Ross County,"23.9","42.2","22.6","11.3","7,731","23,652","14,557","8,301","14.3","43.6","26.8","15.3"
OH,Sandusky County,"17.9","43.7","26.5","11.9","4,394","17,419","13,260","6,100","10.7","42.3","32.2","14.8"
OH,Scioto County,"25.9","39.9","24.1","10.1","8,436","21,583","15,138","7,965","15.9","40.6","28.5","15.0"
OH,Seneca County,"16.9","46.3","24.3","12.5","3,424","16,843","11,323","5,449","9.2","45.5","30.6","14.7"
OH,Shelby County,"18.5","45.3","23.4","12.8","3,004","14,034","9,743","5,520","9.3","43.4","30.2","17.1"
OH,Stark County,"16.6","41.2","24.2","17.9","24,753","98,058","77,407","58,567","9.6","37.9","29.9","22.6"
OH,Summit County,"14.3","33.6","27.0","25.1","33,824","120,559","105,532","115,217","9.0","32.1","28.1","30.7"
OH,Trumbull County,"17.5","44.3","23.7","14.5","16,178","65,635","37,350","26,086","11.1","45.2","25.7","18.0"
OH,Tuscarawas County,"19.7","48.2","19.9","12.2","9,011","29,730","15,717","9,595","14.1","46.4","24.5","15.0"
OH,Union County,"14.0","43.9","26.2","15.9","2,892","12,785","9,753","10,433","8.1","35.7","27.2","29.1"
OH,Van Wert County,"13.4","51.7","23.0","12.0","1,649","9,282","5,216","3,345","8.5","47.6","26.8","17.2"
OH,Vinton County,"29.3","47.6","17.1","6.0","1,729","4,176","2,251","862","19.2","46.3","25.0","9.6"
OH,Warren County,"13.8","31.2","26.6","28.4","10,533","38,588","38,228","60,591","7.1","26.1","25.8","41.0"
OH,Washington County,"15.5","43.0","26.4","15.0","4,245","17,897","13,217","7,978","9.8","41.3","30.5","18.4"
OH,Wayne County,"20.0","42.0","20.9","17.2","11,028","30,671","17,728","16,245","14.6","40.5","23.4","21.5"
OH,Williams County,"16.9","48.7","23.7","10.7","2,935","11,606","7,569","3,659","11.4","45.0","29.4","14.2"
OH,Wood County,"11.4","34.8","27.6","26.2","4,714","25,012","24,675","25,229","5.9","31.4","31.0","31.7"
OH,Wyandot County,"17.5","48.9","23.7","9.8","1,497","7,399","4,264","2,255","9.7","48.0","27.7","14.6"
OK,Oklahoma,"19.4","31.5","28.8","20.3","322,890","801,598","789,675","620,115","12.7","31.6","31.2","24.5"
OK,Adair County,"33.3","38.1","18.8","9.8","2,926","6,114","3,287","1,912","20.5","42.9","23.1","13.4"
OK,Alfalfa County,"18.6","40.8","25.7","14.9","491","1,717","1,182","896","11.5","40.1","27.6","20.9"
OK,Atoka County,"30.6","39.9","19.4","10.1","1,743","3,887","2,536","1,409","18.2","40.6","26.5","14.7"
OK,Beaver County,"18.8","36.3","27.3","17.6","576","1,373","904","783","15.8","37.8","24.9","21.5"
OK,Beckham County,"24.1","34.7","25.7","15.5","2,373","6,096","4,044","2,802","15.5","39.8","26.4","18.3"
OK,Blaine County,"24.5","41.2","20.3","14.0","1,042","2,652","2,089","1,182","15.0","38.1","30.0","17.0"
OK,Bryan County,"25.1","31.8","25.2","17.9","4,112","10,073","8,793","6,510","13.9","34.2","29.8","22.1"
OK,Caddo County,"24.1","40.5","21.1","14.2","2,757","8,051","5,535","3,130","14.2","41.3","28.4","16.1"
OK,Canadian County,"12.7","32.0","34.4","20.9","7,021","25,163","31,059","21,967","8.2","29.5","36.5","25.8"
OK,Carter County,"23.0","36.8","25.1","15.1","4,339","12,235","9,357","6,269","13.5","38.0","29.1","19.5"
OK,Cherokee County,"23.3","30.2","24.4","22.1","4,288","9,574","8,852","7,212","14.3","32.0","29.6","24.1"
OK,Choctaw County,"31.0","36.7","22.4","9.9","1,996","4,073","2,868","1,330","19.4","39.7","27.9","13.0"
OK,Cimarron County,"23.4","31.5","27.3","17.7","248","604","430","316","15.5","37.8","26.9","19.8"
OK,Cleveland County,"11.9","26.7","33.4","28.0","14,899","43,393","58,090","54,191","8.7","25.4","34.1","31.8"
OK,Coal County,"31.4","37.0","19.3","12.4","663","1,549","1,010","658","17.1","39.9","26.0","17.0"
OK,Comanche County,"14.8","31.5","34.5","19.1","8,041","26,079","27,400","16,029","10.4","33.6","35.3","20.7"
OK,Cotton County,"23.0","39.2","23.7","14.0","513","1,691","1,277","682","12.3","40.6","30.7","16.4"
OK,Craig County,"23.1","40.7","25.7","10.5","1,474","4,142","3,177","1,471","14.4","40.4","31.0","14.3"
OK,Creek County,"22.4","40.0","25.9","11.7","6,593","19,668","14,248","7,490","13.7","41.0","29.7","15.6"
OK,Custer County,"18.8","31.4","27.0","22.8","2,054","5,857","4,373","4,719","12.1","34.4","25.7","27.8"
OK,Delaware County,"24.6","37.0","25.0","13.3","4,607","10,934","9,160","4,960","15.5","36.9","30.9","16.7"
OK,Dewey County,"20.2","40.8","22.4","16.6","305","1,421","784","709","9.5","44.1","24.4","22.0"
OK,Ellis County,"18.8","38.2","23.7","19.2","345","1,028","853","623","12.1","36.1","29.9","21.9"
OK,Garfield County,"17.8","35.6","27.1","19.6","5,200","14,825","12,008","8,699","12.8","36.4","29.5","21.4"
OK,Garvin County,"27.0","40.4","20.6","12.0","2,826","7,984","4,780","2,831","15.3","43.3","25.9","15.4"
