State,Area Name,"Percent of adults with less than a high school diploma, 2000","Percent of adults with a high school diploma only, 2000","Percent of adults completing some college or associate's degree, 2000","Percent of adults with a bachelor's degree or higher, 2000","Less than a high school diploma, 2012-2016","High school diploma only, 2012-2016","Some college or associate's degree, 2012-2016","Bachelor's degree or higher, 2012-2016","Percent of adults with less than a high school diploma, 2012-2016","Percent of adults with a high school diploma only, 2012-2016","Percent of adults completing some college or associate's degree, 2012-2016","Percent of adults with a bachelor's degree or higher, 2012-2016"
IA,Kossuth County,"14.4","38.9","33.1","13.6","611","4,063","3,961","2,095","5.7","37.9","36.9","19.5"
IA,Lee County,"16.4","42.7","28.3","12.5","2,025","10,192","8,910","3,606","8.2","41.2","36.0","14.6"
IA,Linn County,"9.4","30.3","32.5","27.7","7,792","39,519","51,037","46,773","5.4","27.2","35.2","32.2"
IA,Louisa County,"20.3","41.0","26.0","12.7","1,325","2,854","2,460","1,020","17.3","37.3","32.1","13.3"
IA,Lucas County,"20.9","44.5","23.5","11.1","499","2,745","1,843","1,006","8.2","45.1","30.2","16.5"
IA,Lyon County,"21.3","38.3","26.1","14.2","712","2,832","2,438","1,616","9.4","37.3","32.1","21.3"
IA,Madison County,"12.4","41.0","32.2","14.4","598","3,962","3,662","2,381","5.6","37.4","34.5","22.5"
IA,Mahaska County,"17.4","41.2","24.9","16.5","1,339","5,605","4,513","3,599","8.9","37.2","30.0","23.9"
IA,Marion County,"16.0","40.6","24.5","18.9","1,534","7,747","6,838","5,499","7.1","35.8","31.6","25.4"
IA,Marshall County,"17.7","37.2","28.0","17.0","4,127","8,820","8,781","5,273","15.3","32.7","32.5","19.5"
IA,Mills County,"16.8","36.6","30.3","16.3","685","3,592","3,464","2,433","6.7","35.3","34.0","23.9"
IA,Mitchell County,"15.6","44.5","27.1","12.8","641","3,213","2,317","1,145","8.8","43.9","31.7","15.7"
IA,Monona County,"18.3","42.9","25.4","13.4","625","2,613","2,242","1,092","9.5","39.8","34.1","16.6"
IA,Monroe County,"17.8","44.3","25.4","12.6","643","2,484","1,461","833","11.9","45.8","27.0","15.4"
IA,Montgomery County,"18.2","40.7","28.3","12.9","802","2,657","2,750","1,141","10.9","36.2","37.4","15.5"
IA,Muscatine County,"19.7","34.5","28.6","17.2","3,729","9,626","9,203","5,812","13.1","33.9","32.4","20.5"
IA,O'Brien County,"19.3","39.0","27.0","14.7","772","3,553","3,490","1,953","7.9","36.4","35.7","20.0"
IA,Osceola County,"18.9","37.6","30.0","13.4","535","1,710","1,355","717","12.4","39.6","31.4","16.6"
IA,Page County,"14.5","39.3","29.6","16.6","1,283","3,763","3,622","2,428","11.6","33.9","32.6","21.9"
IA,Palo Alto County,"16.3","35.0","34.8","13.9","403","1,899","2,598","1,388","6.4","30.2","41.3","22.1"
IA,Plymouth County,"12.6","39.1","29.0","19.3","1,340","5,827","6,400","3,292","7.9","34.6","38.0","19.5"
IA,Pocahontas County,"13.4","39.9","31.8","15.0","342","1,959","1,848","844","6.9","39.2","37.0","16.9"
IA,Polk County,"11.7","29.5","29.1","29.7","25,013","75,508","94,101","107,439","8.3","25.0","31.2","35.6"
IA,Pottawattamie County,"16.0","39.3","29.7","15.0","6,266","21,785","21,710","12,956","10.0","34.7","34.6","20.7"
IA,Poweshiek County,"13.3","42.5","25.7","18.5","791","4,724","3,767","2,752","6.6","39.3","31.3","22.9"
IA,Ringgold County,"17.2","44.4","25.0","13.4","325","1,315","1,203","682","9.2","37.3","34.1","19.3"
IA,Sac County,"15.8","43.0","27.6","13.6","592","2,744","2,402","1,376","8.3","38.6","33.8","19.3"
IA,Scott County,"13.7","30.7","30.7","24.9","8,081","33,840","36,500","36,761","7.0","29.4","31.7","31.9"
IA,Shelby County,"13.4","45.9","25.3","15.3","735","3,191","2,731","1,779","8.7","37.8","32.4","21.1"
IA,Sioux County,"19.6","33.6","26.9","19.8","2,062","6,345","6,595","5,514","10.1","30.9","32.1","26.9"
IA,Story County,"6.5","21.3","27.7","44.5","1,775","8,975","13,442","24,437","3.7","18.5","27.6","50.3"
IA,Tama County,"15.8","40.8","30.5","12.9","1,117","4,826","3,989","1,936","9.4","40.7","33.6","16.3"
IA,Taylor County,"16.7","46.6","24.7","12.0","395","1,822","1,550","594","9.1","41.8","35.5","13.6"
IA,Union County,"12.7","43.2","29.4","14.7","690","3,320","3,128","1,400","8.1","38.9","36.6","16.4"
IA,Van Buren County,"17.3","46.3","24.6","11.8","604","2,182","1,726","658","11.7","42.2","33.4","12.7"
IA,Wapello County,"18.5","39.9","27.1","14.6","3,307","8,836","7,732","4,251","13.7","36.6","32.0","17.6"
IA,Warren County,"10.0","37.8","31.0","21.2","1,392","10,085","10,881","9,065","4.4","32.1","34.6","28.8"
IA,Washington County,"17.5","39.1","27.0","16.4","1,374","5,612","4,862","3,130","9.2","37.5","32.5","20.9"
IA,Wayne County,"16.1","45.9","25.9","12.1","472","2,003","1,335","572","10.8","45.7","30.5","13.1"
IA,Webster County,"15.8","36.8","30.5","16.9","2,324","8,074","9,320","5,119","9.4","32.5","37.5","20.6"
IA,Winnebago County,"12.7","38.0","32.8","16.5","661","2,422","2,700","1,589","9.0","32.9","36.6","21.6"
IA,Winneshiek County,"15.9","37.3","26.3","20.5","754","4,568","4,506","3,743","5.6","33.7","33.2","27.6"
IA,Woodbury County,"18.6","35.0","27.5","18.9","9,300","22,126","19,534","14,107","14.3","34.0","30.0","21.7"
IA,Worth County,"14.0","39.6","33.7","12.7","408","1,877","2,219","812","7.7","35.3","41.7","15.3"
IA,Wright County,"15.6","39.1","31.8","13.5","900","3,198","3,346","1,524","10.0","35.7","37.3","17.0"
KS,Kansas,"14.0","29.8","30.4","25.8","182,049","499,895","602,750","593,801","9.7","26.6","32.1","31.6"
KS,Allen County,"16.9","35.8","32.1","15.2","841","2,861","3,471","1,609","9.6","32.6","39.5","18.3"
KS,Anderson County,"18.1","42.3","27.9","11.7","490","1,984","1,856","1,027","9.1","37.0","34.6","19.2"
KS,Atchison County,"15.3","41.5","25.1","18.0","760","4,260","3,208","2,045","7.4","41.5","31.2","19.9"
KS,Barber County,"14.2","32.8","32.0","21.0","258","1,238","1,261","634","7.6","36.5","37.2","18.7"
KS,Barton County,"17.7","31.4","34.2","16.6","2,404","5,857","6,880","3,036","13.2","32.2","37.9","16.7"
KS,Bourbon County,"15.8","31.7","34.7","17.8","912","2,830","3,742","2,078","9.5","29.6","39.1","21.7"
KS,Brown County,"15.4","39.1","26.5","19.0","474","2,628","2,233","1,340","7.1","39.4","33.5","20.1"
KS,Butler County,"12.7","32.3","34.6","20.4","3,120","11,454","16,210","12,334","7.2","26.6","37.6","28.6"
KS,Chase County,"12.9","39.7","27.8","19.6","183","564","698","463","9.6","29.6","36.6","24.3"
KS,Chautauqua County,"19.0","40.8","27.9","12.3","303","970","792","462","12.0","38.4","31.3","18.3"
KS,Cherokee County,"19.7","38.9","30.2","11.3","1,820","4,868","4,910","2,628","12.8","34.2","34.5","18.5"
KS,Cheyenne County,"14.5","35.7","33.9","16.0","103","600","722","464","5.5","31.8","38.2","24.6"
KS,Clark County,"12.6","27.6","37.8","22.1","143","390","525","427","9.6","26.3","35.4","28.8"
KS,Clay County,"13.0","39.5","31.0","16.5","357","1,798","2,188","1,449","6.2","31.0","37.8","25.0"
KS,Cloud County,"14.5","38.1","29.4","18.0","496","2,012","2,447","1,258","8.0","32.4","39.4","20.2"
KS,Coffey County,"13.1","40.6","26.2","20.1","432","2,217","2,040","1,257","7.3","37.3","34.3","21.1"
KS,Comanche County,"8.7","37.2","39.0","15.1","88","457","525","269","6.6","34.1","39.2","20.1"
KS,Cowley County,"14.6","31.1","36.1","18.3","2,559","7,110","9,216","4,536","10.9","30.4","39.3","19.4"
KS,Crawford County,"15.5","30.7","30.0","23.9","2,330","6,759","7,750","6,664","9.9","28.8","33.0","28.4"
KS,Decatur County,"13.6","40.0","31.0","15.4","175","774","651","567","8.1","35.7","30.0","26.2"
KS,Dickinson County,"13.6","39.3","31.9","15.2","1,446","4,800","4,495","2,598","10.8","36.0","33.7","19.5"
KS,Doniphan County,"19.8","36.7","28.6","14.8","480","2,023","1,786","871","9.3","39.2","34.6","16.9"
KS,Douglas County,"7.6","22.3","27.4","42.7","3,262","12,752","17,115","32,734","5.0","19.4","26.0","49.7"
KS,Edwards County,"18.8","32.3","32.6","16.3","351","606","748","380","16.8","29.1","35.9","18.2"
KS,Elk County,"20.0","41.5","27.9","10.6","195","742","759","342","9.6","36.4","37.2","16.8"
KS,Ellis County,"12.8","29.9","28.1","29.2","1,171","4,623","5,743","5,979","6.7","26.4","32.8","34.1"
KS,Ellsworth County,"15.2","35.5","32.9","16.4","429","1,536","1,754","912","9.3","33.2","37.9","19.7"
KS,Finney County,"32.6","24.9","28.3","14.3","6,001","4,975","6,574","3,995","27.9","23.1","30.5","18.5"
KS,Ford County,"30.1","23.1","30.3","16.4","5,837","4,891","5,942","3,611","28.8","24.1","29.3","17.8"
KS,Franklin County,"14.7","39.5","29.3","16.5","1,378","6,115","6,088","3,378","8.1","36.1","35.9","19.9"
KS,Geary County,"14.0","30.0","38.9","17.1","1,709","5,666","8,243","4,012","8.7","28.9","42.0","20.4"
KS,Gove County,"15.5","35.2","30.8","18.4","157","709","641","436","8.1","36.5","33.0","22.4"
KS,Graham County,"16.4","34.1","32.1","17.4","121","689","637","494","6.2","35.5","32.8","25.5"
KS,Grant County,"28.5","28.0","28.3","15.2","1,386","1,409","1,165","709","29.7","30.2","25.0","15.2"
KS,Gray County,"26.4","25.8","31.5","16.3","912","977","1,156","723","24.2","25.9","30.7","19.2"
KS,Greeley County,"16.3","29.3","37.0","17.4","102","272","240","258","11.7","31.2","27.5","29.6"
KS,Greenwood County,"19.1","38.6","27.8","14.5","446","1,652","1,645","803","9.8","36.3","36.2","17.7"
KS,Hamilton County,"23.3","30.3","29.0","17.4","295","577","439","255","18.8","36.8","28.0","16.3"
KS,Harper County,"16.2","39.1","30.7","14.0","428","1,499","1,325","797","10.6","37.0","32.7","19.7"
KS,Harvey County,"14.7","30.1","32.2","23.0","2,142","6,386","8,090","6,360","9.3","27.8","35.2","27.7"
KS,Haskell County,"25.2","25.4","31.9","17.5","720","472","850","438","29.0","19.0","34.3","17.7"
KS,Hodgeman County,"13.1","30.7","36.6","19.7","91","360","577","356","6.6","26.0","41.7","25.7"
KS,Jackson County,"12.3","45.9","26.4","15.4","478","3,556","3,108","1,834","5.3","39.6","34.6","20.4"
KS,Jefferson County,"11.1","42.5","28.4","17.9","1,012","5,229","4,216","2,708","7.7","39.7","32.0","20.6"
KS,Jewell County,"12.4","39.5","34.3","13.8","125","967","806","343","5.6","43.2","36.0","15.3"
KS,Johnson County,"5.1","17.5","29.6","47.7","16,277","56,953","104,695","205,375","4.2","14.9","27.3","53.6"
KS,Kearny County,"24.2","27.7","33.1","15.0","559","677","893","354","22.5","27.3","36.0","14.3"
KS,Kingman County,"15.3","33.7","33.2","17.8","451","1,835","1,890","1,281","8.3","33.6","34.6","23.5"
KS,Kiowa County,"14.8","30.0","36.3","18.9","136","456","602","449","8.3","27.8","36.6","27.3"
KS,Labette County,"17.0","31.9","35.3","15.9","1,769","4,595","5,203","2,539","12.5","32.6","36.9","18.0"
KS,Lane County,"11.5","34.1","35.9","18.5","81","356","485","249","6.9","30.4","41.4","21.3"
KS,Leavenworth County,"13.5","33.9","29.5","23.1","4,529","15,677","16,920","15,953","8.5","29.5","31.9","30.1"
KS,Lincoln County,"15.0","35.6","32.0","17.4","120","713","929","419","5.5","32.7","42.6","19.2"
KS,Linn County,"19.1","39.5","28.8","12.7","738","2,518","2,362","1,069","11.0","37.7","35.3","16.0"
KS,Logan County,"13.3","38.7","30.5","17.5","132","608","823","351","6.9","31.8","43.0","18.3"
KS,Lyon County,"18.2","31.9","27.0","23.0","2,214","6,595","5,856","5,334","11.1","33.0","29.3","26.7"
KS,McPherson County,"14.1","32.1","31.6","22.2","1,779","5,732","6,706","5,619","9.0","28.9","33.8","28.3"
KS,Marion County,"15.6","38.6","27.9","17.9","839","2,995","2,665","1,914","10.0","35.6","31.7","22.8"
KS,Marshall County,"14.9","45.7","26.2","13.2","429","2,991","2,366","1,260","6.1","42.5","33.6","17.9"
KS,Meade County,"19.7","28.5","32.2","19.6","406","856","923","616","14.5","30.6","33.0","22.0"
KS,Miami County,"12.5","36.7","31.5","19.4","1,165","7,059","8,293","5,419","5.3","32.2","37.8","24.7"
KS,Mitchell County,"11.9","36.2","35.1","16.9","196","1,321","1,658","1,099","4.6","30.9","38.8","25.7"
KS,Montgomery County,"18.8","30.2","35.0","16.0","2,486","6,884","9,291","3,983","11.0","30.4","41.0","17.6"
KS,Morris County,"15.3","40.8","27.9","16.0","506","1,513","1,429","697","12.2","36.5","34.5","16.8"
KS,Morton County,"18.1","34.5","29.7","17.6","242","724","704","279","12.4","37.1","36.1","14.3"
KS,Nemaha County,"16.3","46.2","22.9","14.6","575","2,860","1,844","1,470","8.5","42.4","27.3","21.8"
KS,Neosho County,"16.5","35.1","33.3","15.0","931","3,389","4,442","2,039","8.6","31.4","41.1","18.9"
KS,Ness County,"15.6","36.5","30.1","17.9","188","756","816","444","8.5","34.3","37.0","20.1"
KS,Norton County,"15.2","37.6","31.9","15.4","544","1,330","1,613","558","13.4","32.9","39.9","13.8"
KS,Osage County,"14.5","42.3","28.9","14.3","988","4,340","3,491","2,197","9.0","39.4","31.7","19.9"
KS,Osborne County,"15.2","40.3","29.0","15.5","234","952","945","566","8.7","35.3","35.0","21.0"
KS,Ottawa County,"13.8","37.9","32.0","16.3","242","1,466","1,534","887","5.9","35.5","37.2","21.5"
KS,Pawnee County,"15.2","29.8","33.2","21.8","542","1,382","1,998","1,130","10.7","27.4","39.5","22.4"
KS,Phillips County,"15.6","36.8","31.4","16.1","243","1,357","1,352","849","6.4","35.7","35.6","22.3"
KS,Pottawatomie County,"10.8","37.4","29.1","22.7","669","4,328","4,795","4,607","4.6","30.1","33.3","32.0"
KS,Pratt County,"13.7","27.7","37.5","21.0","595","1,710","2,412","1,611","9.4","27.0","38.1","25.5"
KS,Rawlins County,"15.3","34.5","34.2","15.9","119","587","742","454","6.3","30.9","39.0","23.9"
KS,Reno County,"17.3","30.6","34.9","17.3","5,411","12,954","16,691","8,324","12.5","29.9","38.5","19.2"
KS,Republic County,"11.4","41.4","32.4","14.9","208","1,175","1,420","744","5.9","33.1","40.0","21.0"
KS,Rice County,"16.6","33.6","32.2","17.5","720","1,859","2,373","1,428","11.3","29.1","37.2","22.4"
KS,Riley County,"6.2","22.5","30.9","40.5","1,639","6,380","12,081","17,138","4.4","17.1","32.4","46.0"
KS,Rooks County,"12.9","41.5","30.3","15.4","316","1,206","1,225","880","8.7","33.3","33.8","24.3"
KS,Rush County,"17.2","32.5","34.0","16.4","199","691","871","548","8.6","29.9","37.7","23.7"
KS,Russell County,"16.9","35.8","30.6","16.7","485","1,561","1,739","1,211","9.7","31.2","34.8","24.2"
KS,Saline County,"13.0","34.5","32.1","20.4","3,705","12,256","11,992","8,716","10.1","33.4","32.7","23.8"
KS,Scott County,"15.5","28.9","32.7","23.0","455","1,072","921","875","13.7","32.3","27.7","26.3"
KS,Sedgwick County,"14.9","29.3","30.4","25.4","35,862","86,581","105,283","97,789","11.0","26.6","32.3","30.0"
KS,Seward County,"36.3","26.9","23.3","13.6","4,574","3,337","3,756","1,527","34.7","25.3","28.5","11.6"
KS,Shawnee County,"11.9","33.6","28.4","26.0","10,654","36,987","37,137","35,051","8.9","30.9","31.0","29.3"
KS,Sheridan County,"12.2","36.6","35.3","15.9","159","589","685","425","8.6","31.7","36.9","22.9"
KS,Sherman County,"13.4","35.9","35.7","15.0","354","1,262","1,730","786","8.6","30.5","41.9","19.0"
KS,Smith County,"15.4","38.0","29.9","16.7","232","949","972","606","8.4","34.4","35.2","22.0"
KS,Stafford County,"17.1","29.1","35.4","18.4","359","860","1,111","646","12.1","28.9","37.3","21.7"
KS,Stanton County,"22.0","31.0","30.1","16.9","268","368","428","351","18.9","26.0","30.2","24.8"
KS,Stevens County,"19.5","32.0","30.9","17.5","591","1,158","1,215","585","16.7","32.6","34.2","16.5"
KS,Sumner County,"13.7","37.8","32.9","15.7","1,376","5,486","5,834","3,062","8.7","34.8","37.0","19.4"
KS,Thomas County,"7.3","30.3","37.4","25.0","238","1,484","1,892","1,432","4.7","29.4","37.5","28.4"
KS,Trego County,"15.7","37.6","32.6","14.0","125","701","778","559","5.8","32.4","36.0","25.8"
KS,Wabaunsee County,"10.1","45.5","27.1","17.3","269","1,732","1,634","1,131","5.6","36.3","34.3","23.7"
KS,Wallace County,"16.0","36.7","30.1","17.2","108","335","354","264","10.2","31.6","33.4","24.9"
KS,Washington County,"18.8","38.1","27.9","15.2","347","1,424","1,452","728","8.8","36.0","36.8","18.4"
KS,Wichita County,"22.3","32.9","29.4","15.5","272","389","502","260","19.1","27.3","35.3","18.3"
KS,Wilson County,"18.9","37.2","33.0","10.9","808","2,258","2,202","950","13.0","36.3","35.4","15.3"
KS,Woodson County,"16.6","40.2","31.8","11.4","238","893","880","320","10.2","38.3","37.8","13.7"
KS,Wyandotte County,"26.0","34.3","27.7","12.0","22,231","33,319","29,448","16,521","21.9","32.8","29.0","16.3"
KY,Kentucky,"25.9","33.6","23.4","17.1","456,180","990,322","849,406","674,165","15.4","33.3","28.6","22.7"
KY,Adair County,"39.9","31.1","18.0","10.9","3,064","4,639","2,947","2,103","24.0","36.4","23.1","16.5"
KY,Allen County,"35.5","39.2","16.2","9.1","3,262","4,950","3,730","1,885","23.6","35.8","27.0","13.6"
KY,Anderson County,"19.6","43.0","25.4","12.0","1,700","5,930","4,505","2,835","11.4","39.6","30.1","18.9"
KY,Ballard County,"23.7","40.4","25.3","10.6","796","2,120","1,970","880","13.8","36.8","34.2","15.3"
KY,Barren County,"30.5","40.4","18.0","11.1","5,372","11,918","7,558","4,568","18.3","40.5","25.7","15.5"
KY,Bath County,"41.0","34.5","14.5","10.1","1,974","3,250","1,909","982","24.3","40.0","23.5","12.1"
KY,Bell County,"43.4","33.2","14.5","9.0","6,192","7,098","4,283","1,855","31.9","36.5","22.0","9.5"
KY,Boone County,"14.9","32.8","29.5","22.8","6,208","22,004","27,996","25,325","7.6","27.0","34.3","31.1"
KY,Bourbon County,"24.6","38.7","23.2","13.5","2,216","5,194","4,001","2,468","16.0","37.4","28.8","17.8"
KY,Boyd County,"22.0","35.3","28.6","14.1","3,755","12,224","12,105","6,648","10.8","35.2","34.9","19.1"
KY,Boyle County,"23.4","34.3","23.0","19.3","2,749","7,031","5,509","4,568","13.8","35.4","27.7","23.0"
KY,Bracken County,"30.4","40.6","19.5","9.5","959","2,494","1,411","834","16.8","43.8","24.8","14.6"
KY,Breathitt County,"42.5","31.2","16.4","10.0","2,685","3,235","2,334","1,147","28.6","34.4","24.8","12.2"
KY,Breckinridge County,"31.1","44.2","17.3","7.4","2,809","6,095","3,506","1,457","20.3","44.0","25.3","10.5"
KY,Bullitt County,"24.0","41.1","25.7","9.2","7,046","21,796","16,716","7,532","13.3","41.1","31.5","14.2"
KY,Butler County,"39.3","40.4","13.9","6.4","2,018","3,888","2,154","935","22.4","43.2","23.9","10.4"
KY,Caldwell County,"26.9","41.2","21.9","10.0","1,063","4,155","2,359","1,361","11.9","46.5","26.4","15.2"
KY,Calloway County,"22.1","30.3","23.6","24.0","2,699","7,319","6,599","6,653","11.6","31.5","28.4","28.6"
KY,Campbell County,"19.2","34.8","25.5","20.5","6,141","19,028","17,723","18,902","9.9","30.8","28.7","30.6"
KY,Carlisle County,"26.6","39.5","23.3","10.6","637","1,184","1,125","550","18.2","33.9","32.2","15.7"
KY,Carroll County,"31.9","37.6","22.3","8.3","1,696","2,858","1,740","902","23.6","39.7","24.2","12.5"
KY,Carter County,"35.6","37.3","18.2","8.9","3,777","7,467","4,731","2,416","20.5","40.6","25.7","13.1"
KY,Casey County,"42.6","36.8","13.3","7.4","2,954","4,028","2,733","1,373","26.6","36.3","24.6","12.4"
KY,Christian County,"22.8","33.4","31.4","12.5","5,880","14,027","14,973","7,013","14.0","33.5","35.7","16.7"
KY,Clark County,"25.0","36.3","23.2","15.6","3,871","9,007","6,989","5,114","15.5","36.1","28.0","20.5"
KY,Clay County,"50.6","29.0","12.5","8.0","5,412","5,088","2,819","1,578","36.3","34.2","18.9","10.6"
KY,Clinton County,"46.5","31.6","13.9","8.0","2,009","2,661","1,545","767","28.8","38.1","22.1","11.0"
KY,Crittenden County,"33.0","40.2","19.4","7.3","1,276","2,516","1,840","827","19.8","39.0","28.5","12.8"
KY,Cumberland County,"44.0","36.4","12.5","7.1","1,050","1,651","1,405","680","21.9","34.5","29.4","14.2"
KY,Daviess County,"19.3","37.6","26.1","17.0","7,734","24,017","20,550","14,100","11.6","36.2","30.9","21.2"
KY,Edmonson County,"38.3","40.1","16.7","4.9","1,979","3,458","2,135","1,023","23.0","40.2","24.8","11.9"
KY,Elliott County,"47.4","31.0","13.7","7.8","1,362","2,383","1,398","496","24.2","42.3","24.8","8.8"
KY,Estill County,"41.5","37.3","14.3","6.9","2,473","4,880","1,896","941","24.3","47.9","18.6","9.2"
KY,Fayette County,"14.2","22.4","27.8","35.6","20,305","41,359","55,984","83,258","10.1","20.6","27.9","41.4"
KY,Fleming County,"33.5","37.9","19.7","8.8","2,273","3,768","2,530","1,246","23.2","38.4","25.8","12.7"
KY,Floyd County,"38.7","29.9","21.7","9.7","6,430","9,615","7,376","3,123","24.2","36.2","27.8","11.8"
KY,Franklin County,"21.2","31.4","23.5","23.8","4,300","10,649","9,943","9,829","12.4","30.7","28.6","28.3"
KY,Fulton County,"30.5","39.0","19.1","11.5","1,007","1,557","1,277","596","22.7","35.1","28.8","13.4"
KY,Gallatin County,"32.0","44.4","16.7","6.9","1,105","2,496","1,457","560","19.7","44.4","25.9","10.0"
KY,Garrard County,"30.6","35.7","23.2","10.5","2,412","4,590","3,176","1,862","20.0","38.1","26.4","15.5"
KY,Grant County,"27.6","44.2","18.8","9.4","2,766","7,229","3,836","1,949","17.5","45.8","24.3","12.4"
KY,Graves County,"26.6","38.9","22.0","12.6","4,638","9,430","7,006","4,257","18.3","37.2","27.7","16.8"
KY,Grayson County,"37.2","37.1","18.0","7.7","3,692","7,547","4,618","1,792","20.9","42.8","26.2","10.2"
KY,Green County,"38.6","36.2","16.1","9.1","1,820","3,440","1,837","819","23.0","43.5","23.2","10.3"
KY,Greenup County,"24.9","37.8","25.8","11.5","3,379","9,579","8,406","4,315","13.2","37.3","32.7","16.8"
KY,Hancock County,"22.8","45.7","23.3","8.1","684","2,650","1,826","689","11.7","45.3","31.2","11.8"
KY,Hardin County,"17.7","34.3","32.6","15.4","7,240","21,869","24,142","16,467","10.4","31.4","34.6","23.6"
KY,Harlan County,"41.3","34.3","15.6","8.9","5,556","6,824","4,680","2,345","28.6","35.2","24.1","12.1"
KY,Harrison County,"25.8","42.6","20.9","10.6","2,273","5,444","3,110","1,978","17.8","42.5","24.3","15.4"
KY,Hart County,"41.8","35.1","16.1","7.0","3,188","5,219","2,699","1,431","25.4","41.6","21.5","11.4"
KY,Henderson County,"21.7","37.8","26.7","13.8","4,388","11,365","10,640","5,573","13.7","35.6","33.3","17.4"
KY,Henry County,"26.6","44.5","19.1","9.8","1,855","4,773","2,809","1,198","17.4","44.9","26.4","11.3"
KY,Hickman County,"35.6","39.1","16.6","8.8","820","1,355","839","290","24.8","41.0","25.4","8.8"
KY,Hopkins County,"28.7","38.3","22.4","10.6","4,681","13,186","9,471","4,851","14.5","41.0","29.4","15.1"
KY,Jackson County,"47.1","33.4","12.8","6.8","2,222","4,137","1,876","1,038","24.0","44.6","20.2","11.2"
KY,Jefferson County,"18.2","29.1","28.0","24.8","55,708","140,880","157,914","165,619","10.7","27.1","30.4","31.8"
KY,Jessamine County,"20.9","32.3","25.2","21.5","4,989","9,609","8,942","9,467","15.1","29.1","27.1","28.7"
KY,Johnson County,"36.2","35.1","19.4","9.3","3,615","5,877","4,812","1,900","22.3","36.3","29.7","11.7"
KY,Kenton County,"17.9","32.6","26.7","22.9","11,760","31,895","34,374","32,016","10.7","29.0","31.2","29.1"
KY,Knott County,"41.3","30.8","17.6","10.2","3,087","3,811","2,606","1,409","28.3","34.9","23.9","12.9"
KY,Knox County,"45.9","32.6","12.8","8.8","6,389","8,104","4,475","2,320","30.0","38.1","21.0","10.9"
KY,Larue County,"29.0","40.2","19.9","10.9","1,579","4,133","3,129","1,064","15.9","41.7","31.6","10.7"
KY,Laurel County,"36.1","34.8","18.4","10.6","9,074","16,040","10,635","5,130","22.2","39.2","26.0","12.5"
KY,Lawrence County,"41.8","33.0","18.5","6.6","2,434","4,661","2,556","1,248","22.3","42.8","23.5","11.5"
KY,Lee County,"49.1","30.8","13.8","6.3","1,591","2,048","945","378","32.1","41.3","19.0","7.6"
KY,Leslie County,"47.5","30.1","16.0","6.3","2,781","2,651","1,484","742","36.3","34.6","19.4","9.7"
KY,Letcher County,"41.5","32.9","17.9","7.7","4,130","6,330","4,243","1,854","24.9","38.2","25.6","11.2"
KY,Lewis County,"42.6","34.8","16.2","6.4","2,397","3,896","2,107","1,100","25.2","41.0","22.2","11.6"
KY,Lincoln County,"35.4","40.8","15.4","8.4","3,776","7,443","3,925","1,657","22.5","44.3","23.4","9.9"
KY,Livingston County,"25.7","40.8","25.1","8.4","1,191","3,150","1,790","684","17.5","46.2","26.3","10.0"
KY,Logan County,"31.5","39.5","19.5","9.6","3,883","7,203","4,699","2,434","21.3","39.5","25.8","13.4"
KY,Lyon County,"32.0","36.5","21.4","10.1","809","2,640","1,982","1,153","12.3","40.1","30.1","17.5"
KY,McCracken County,"19.7","33.3","28.8","18.1","5,620","14,029","15,825","10,552","12.2","30.5","34.4","22.9"
KY,McCreary County,"47.4","31.0","14.9","6.7","3,413","4,949","2,975","946","27.8","40.3","24.2","7.7"
KY,McLean County,"29.2","38.6","23.6","8.7","1,069","2,711","2,191","607","16.3","41.2","33.3","9.2"
KY,Madison County,"24.8","29.7","23.7","21.8","7,574","15,554","14,523","15,464","14.3","29.3","27.3","29.1"
KY,Magoffin County,"49.9","28.2","15.6","6.3","2,709","3,258","1,978","897","30.6","36.8","22.4","10.1"
KY,Marion County,"29.5","43.9","17.5","9.1","2,555","5,666","3,291","1,725","19.3","42.8","24.9","13.0"
KY,Marshall County,"23.1","38.0","25.2","13.7","3,196","9,068","6,771","3,610","14.1","40.0","29.9","15.9"
KY,Martin County,"46.0","29.7","15.3","9.0","2,394","3,368","2,411","546","27.5","38.6","27.7","6.3"
KY,Mason County,"26.7","35.8","23.1","14.4","2,028","4,577","3,301","1,865","17.2","38.9","28.0","15.8"
KY,Meade County,"22.1","39.9","26.7","11.3","2,581","7,145","6,467","2,931","13.5","37.4","33.8","15.3"
KY,Menifee County,"42.4","39.3","9.9","8.4","1,053","1,824","1,147","562","23.0","39.8","25.0","12.3"
KY,Mercer County,"24.2","41.6","20.7","13.5","2,290","5,615","4,302","2,779","15.3","37.5","28.7","18.5"
KY,Metcalfe County,"42.0","37.6","13.7","6.6","1,672","2,665","1,841","798","24.0","38.2","26.4","11.4"
KY,Monroe County,"42.2","34.6","14.8","8.4","1,845","3,070","1,389","1,145","24.8","41.2","18.6","15.4"
KY,Montgomery County,"29.5","39.3","17.8","13.4","3,381","6,980","5,077","3,067","18.3","37.7","27.4","16.6"
KY,Morgan County,"43.6","32.7","15.9","7.7","2,621","3,633","2,422","1,177","26.6","36.9","24.6","11.9"
KY,Muhlenberg County,"34.2","40.7","17.0","8.1","4,439","9,256","5,327","2,627","20.5","42.8","24.6","12.1"
KY,Nelson County,"21.0","43.1","22.5","13.4","3,269","12,143","9,268","5,142","11.0","40.7","31.1","17.2"
